,id_radar,n_acidentes100,n_acidentes250,n_acidentes500,n_acidentes1000,n_acidentes2000
631,125,0.0,0.0,0.0,4.0,10
632,126,0.0,0.0,0.0,3.0,9
633,131,0.0,0.0,0.0,4.0,12
634,142,0.0,0.0,0.0,1.0,6
635,147,0.0,0.0,0.0,8.0,16
636,155,0.0,0.0,0.0,4.0,12
637,158,0.0,0.0,0.0,1.0,10
638,159,0.0,0.0,0.0,7.0,23
639,160,0.0,0.0,0.0,1.0,13
640,168,0.0,0.0,0.0,1.0,5
641,169,0.0,0.0,0.0,1.0,9
642,170,0.0,0.0,0.0,8.0,20
643,171,0.0,0.0,0.0,1.0,11
644,173,0.0,0.0,0.0,2.0,8
645,176,0.0,0.0,0.0,2.0,10
646,181,0.0,0.0,0.0,3.0,14
647,188,0.0,0.0,0.0,3.0,19
648,189,0.0,0.0,0.0,3.0,19
649,192,0.0,0.0,0.0,3.0,17
650,194,0.0,0.0,0.0,3.0,14
651,200,0.0,0.0,0.0,3.0,21
652,201,0.0,0.0,0.0,3.0,19
653,202,0.0,0.0,0.0,3.0,21
654,213,0.0,0.0,0.0,4.0,22
655,219,0.0,0.0,0.0,1.0,20
656,221,0.0,0.0,0.0,4.0,23
657,222,0.0,0.0,0.0,5.0,22
658,236,0.0,0.0,0.0,6.0,25
659,237,0.0,0.0,0.0,1.0,8
660,249,0.0,0.0,0.0,4.0,13
661,254,0.0,0.0,0.0,1.0,2
662,272,0.0,0.0,0.0,4.0,11
663,275,0.0,0.0,0.0,3.0,9
664,276,0.0,0.0,0.0,4.0,11
665,281,0.0,0.0,0.0,1.0,8
666,284,0.0,0.0,0.0,1.0,8
667,295,0.0,0.0,0.0,1.0,8
668,313,0.0,0.0,0.0,1.0,8
669,319,0.0,0.0,0.0,8.0,22
670,320,0.0,0.0,0.0,8.0,22
671,325,0.0,0.0,0.0,1.0,9
672,330,0.0,0.0,0.0,3.0,12
673,331,0.0,0.0,0.0,3.0,12
674,339,0.0,0.0,0.0,2.0,6
675,341,0.0,0.0,0.0,2.0,14
676,346,0.0,0.0,0.0,5.0,20
677,350,0.0,0.0,0.0,8.0,22
678,356,0.0,0.0,0.0,4.0,14
679,364,0.0,0.0,0.0,4.0,39
680,369,0.0,0.0,0.0,3.0,10
681,373,0.0,0.0,0.0,4.0,18
682,378,0.0,0.0,0.0,5.0,10
683,380,0.0,0.0,0.0,1.0,8
684,382,0.0,0.0,0.0,3.0,9
685,394,0.0,0.0,0.0,1.0,9
686,395,0.0,0.0,0.0,1.0,9
687,403,0.0,0.0,0.0,1.0,5
688,404,0.0,0.0,0.0,1.0,10
689,405,0.0,0.0,0.0,1.0,5
690,410,0.0,0.0,0.0,3.0,22
691,413,0.0,0.0,0.0,5.0,11
692,414,0.0,0.0,0.0,1.0,11
693,418,0.0,0.0,0.0,6.0,9
694,424,0.0,0.0,0.0,8.0,30
695,426,0.0,0.0,0.0,1.0,13
696,429,0.0,0.0,0.0,1.0,9
697,434,0.0,0.0,0.0,1.0,6
698,436,0.0,0.0,0.0,3.0,5
699,439,0.0,0.0,0.0,3.0,13
700,440,0.0,0.0,0.0,3.0,13
701,441,0.0,0.0,0.0,1.0,10
702,442,0.0,0.0,0.0,2.0,9
703,447,0.0,0.0,0.0,1.0,9
704,448,0.0,0.0,0.0,2.0,9
705,449,0.0,0.0,0.0,3.0,14
706,453,0.0,0.0,0.0,3.0,10
707,455,0.0,0.0,0.0,4.0,18
708,457,0.0,0.0,0.0,1.0,14
709,459,0.0,0.0,0.0,1.0,9
710,460,0.0,0.0,0.0,2.0,10
711,463,0.0,0.0,0.0,3.0,11
712,472,0.0,0.0,0.0,4.0,15
713,474,0.0,0.0,0.0,10.0,25
714,475,0.0,0.0,0.0,2.0,10
715,477,0.0,0.0,0.0,2.0,9
716,489,0.0,0.0,0.0,1.0,7
717,490,0.0,0.0,0.0,1.0,7
718,493,0.0,0.0,0.0,2.0,11
719,501,0.0,0.0,0.0,1.0,18
720,502,0.0,0.0,0.0,1.0,18
721,503,0.0,0.0,0.0,4.0,18
722,505,0.0,0.0,0.0,6.0,18
723,508,0.0,0.0,0.0,6.0,37
724,509,0.0,0.0,0.0,4.0,15
725,510,0.0,0.0,0.0,2.0,15
726,513,0.0,0.0,0.0,3.0,16
727,514,0.0,0.0,0.0,4.0,16
728,519,0.0,0.0,0.0,4.0,20
729,520,0.0,0.0,0.0,4.0,20
730,522,0.0,0.0,0.0,1.0,17
731,527,0.0,0.0,0.0,2.0,14
732,528,0.0,0.0,0.0,1.0,10
733,531,0.0,0.0,0.0,9.0,28
734,532,0.0,0.0,0.0,9.0,28
735,537,0.0,0.0,0.0,1.0,12
736,539,0.0,0.0,0.0,3.0,20
737,542,0.0,0.0,0.0,1.0,11
738,543,0.0,0.0,0.0,2.0,10
739,545,0.0,0.0,0.0,5.0,22
740,552,0.0,0.0,0.0,10.0,33
741,554,0.0,0.0,0.0,4.0,10
742,555,0.0,0.0,0.0,4.0,11
743,564,0.0,0.0,0.0,1.0,10
744,565,0.0,0.0,0.0,7.0,22
745,574,0.0,0.0,0.0,4.0,18
746,575,0.0,0.0,0.0,10.0,23
747,577,0.0,0.0,0.0,3.0,8
748,578,0.0,0.0,0.0,2.0,15
749,582,0.0,0.0,0.0,6.0,16
750,585,0.0,0.0,0.0,2.0,8
751,588,0.0,0.0,0.0,2.0,11
752,589,0.0,0.0,0.0,2.0,11
753,591,0.0,0.0,0.0,3.0,15
754,595,0.0,0.0,0.0,3.0,15
755,596,0.0,0.0,0.0,3.0,14
756,598,0.0,0.0,0.0,7.0,28
757,599,0.0,0.0,0.0,4.0,13
758,611,0.0,0.0,0.0,7.0,15
759,612,0.0,0.0,0.0,7.0,16
760,613,0.0,0.0,0.0,2.0,11
761,614,0.0,0.0,0.0,2.0,11
762,618,0.0,0.0,0.0,2.0,15
763,619,0.0,0.0,0.0,2.0,13
764,623,0.0,0.0,0.0,1.0,11
765,629,0.0,0.0,0.0,5.0,15
766,631,0.0,0.0,0.0,3.0,18
767,633,0.0,0.0,0.0,1.0,18
768,636,0.0,0.0,0.0,2.0,10
769,641,0.0,0.0,0.0,1.0,6
770,655,0.0,0.0,0.0,8.0,19
771,657,0.0,0.0,0.0,1.0,18
772,660,0.0,0.0,0.0,2.0,15
773,661,0.0,0.0,0.0,2.0,18
774,668,0.0,0.0,0.0,1.0,12
775,671,0.0,0.0,0.0,5.0,33
776,673,0.0,0.0,0.0,1.0,10
777,676,0.0,0.0,0.0,4.0,16
778,677,0.0,0.0,0.0,3.0,15
779,678,0.0,0.0,0.0,8.0,19
780,683,0.0,0.0,0.0,4.0,14
781,688,0.0,0.0,0.0,1.0,14
782,689,0.0,0.0,0.0,2.0,18
783,693,0.0,0.0,0.0,2.0,14
784,695,0.0,0.0,0.0,2.0,12
785,697,0.0,0.0,0.0,5.0,20
786,703,0.0,0.0,0.0,1.0,14
787,706,0.0,0.0,0.0,1.0,9
788,707,0.0,0.0,0.0,2.0,11
789,708,0.0,0.0,0.0,4.0,19
790,709,0.0,0.0,0.0,3.0,10
791,713,0.0,0.0,0.0,1.0,7
792,715,0.0,0.0,0.0,5.0,17
793,717,0.0,0.0,0.0,3.0,14
794,725,0.0,0.0,0.0,10.0,34
795,727,0.0,0.0,0.0,1.0,6
796,729,0.0,0.0,0.0,2.0,15
797,738,0.0,0.0,0.0,3.0,10
798,740,0.0,0.0,0.0,2.0,13
799,742,0.0,0.0,0.0,1.0,4
800,746,0.0,0.0,0.0,2.0,4
801,748,0.0,0.0,0.0,3.0,13
802,750,0.0,0.0,0.0,2.0,5
803,754,0.0,0.0,0.0,5.0,11
804,758,0.0,0.0,0.0,1.0,6
805,759,0.0,0.0,0.0,3.0,9
806,762,0.0,0.0,0.0,1.0,7
807,763,0.0,0.0,0.0,5.0,12
808,768,0.0,0.0,0.0,1.0,8
809,777,0.0,0.0,0.0,2.0,11
810,778,0.0,0.0,0.0,2.0,11
811,781,0.0,0.0,0.0,1.0,5
812,785,0.0,0.0,0.0,3.0,12
813,790,0.0,0.0,0.0,1.0,3
814,792,0.0,0.0,0.0,2.0,15
815,795,0.0,0.0,0.0,5.0,17
816,800,0.0,0.0,0.0,3.0,13
817,802,0.0,0.0,0.0,1.0,5
818,803,0.0,0.0,0.0,1.0,15
819,804,0.0,0.0,0.0,2.0,19
820,805,0.0,0.0,0.0,1.0,5
821,806,0.0,0.0,0.0,1.0,5
822,807,0.0,0.0,0.0,1.0,6
823,808,0.0,0.0,0.0,3.0,12
824,810,0.0,0.0,0.0,5.0,16
825,813,0.0,0.0,0.0,3.0,12
826,815,0.0,0.0,0.0,1.0,6
827,817,0.0,0.0,0.0,3.0,12
828,824,0.0,0.0,0.0,5.0,16
829,828,0.0,0.0,0.0,1.0,10
830,832,0.0,0.0,0.0,2.0,2
831,833,0.0,0.0,0.0,2.0,4
832,837,0.0,0.0,0.0,2.0,10
833,838,0.0,0.0,0.0,3.0,12
834,839,0.0,0.0,0.0,3.0,12
835,840,0.0,0.0,0.0,2.0,12
836,842,0.0,0.0,0.0,6.0,11
837,853,0.0,0.0,0.0,2.0,10
838,855,0.0,0.0,0.0,3.0,8
839,859,0.0,0.0,0.0,1.0,7
840,868,0.0,0.0,0.0,4.0,16
841,872,0.0,0.0,0.0,6.0,7
842,875,0.0,0.0,0.0,2.0,9
843,877,0.0,0.0,0.0,1.0,6
844,878,0.0,0.0,0.0,1.0,9
845,881,0.0,0.0,0.0,10.0,26
846,882,0.0,0.0,0.0,1.0,6
847,883,0.0,0.0,0.0,3.0,12
848,884,0.0,0.0,0.0,3.0,12
849,885,0.0,0.0,0.0,1.0,9
850,889,0.0,0.0,0.0,1.0,7
851,891,0.0,0.0,0.0,1.0,6
852,892,0.0,0.0,0.0,2.0,10
853,894,0.0,0.0,0.0,2.0,17
854,895,0.0,0.0,0.0,2.0,17
855,896,0.0,0.0,0.0,2.0,8
856,899,0.0,0.0,0.0,1.0,14
857,901,0.0,0.0,0.0,2.0,19
858,27,0.0,0.0,0.0,0.0,1
859,39,0.0,0.0,0.0,0.0,8
860,40,0.0,0.0,0.0,0.0,8
861,53,0.0,0.0,0.0,0.0,3
862,54,0.0,0.0,0.0,0.0,3
863,122,0.0,0.0,0.0,0.0,21
864,140,0.0,0.0,0.0,0.0,19
865,174,0.0,0.0,0.0,0.0,23
866,245,0.0,0.0,0.0,0.0,11
867,266,0.0,0.0,0.0,0.0,3
868,267,0.0,0.0,0.0,0.0,3
869,344,0.0,0.0,0.0,0.0,9
870,345,0.0,0.0,0.0,0.0,10
871,347,0.0,0.0,0.0,0.0,6
872,348,0.0,0.0,0.0,0.0,6
873,372,0.0,0.0,0.0,0.0,11
874,400,0.0,0.0,0.0,0.0,8
875,411,0.0,0.0,0.0,0.0,4
876,415,0.0,0.0,0.0,0.0,12
877,416,0.0,0.0,0.0,0.0,14
878,437,0.0,0.0,0.0,0.0,12
879,443,0.0,0.0,0.0,0.0,8
880,450,0.0,0.0,0.0,0.0,11
881,464,0.0,0.0,0.0,0.0,7
882,470,0.0,0.0,0.0,0.0,3
883,556,0.0,0.0,0.0,0.0,10
884,557,0.0,0.0,0.0,0.0,10
885,603,0.0,0.0,0.0,0.0,14
886,604,0.0,0.0,0.0,0.0,13
887,637,0.0,0.0,0.0,0.0,12
888,667,0.0,0.0,0.0,0.0,7
889,733,0.0,0.0,0.0,0.0,3
890,751,0.0,0.0,0.0,0.0,9
891,757,0.0,0.0,0.0,0.0,3
892,764,0.0,0.0,0.0,0.0,4
893,765,0.0,0.0,0.0,0.0,4
894,782,0.0,0.0,0.0,0.0,3
895,799,0.0,0.0,0.0,0.0,4
896,812,0.0,0.0,0.0,0.0,9
897,821,0.0,0.0,0.0,0.0,7
898,860,0.0,0.0,0.0,0.0,7
899,861,0.0,0.0,0.0,0.0,7
900,866,0.0,0.0,0.0,0.0,4
901,893,0.0,0.0,0.0,0.0,10
