gid,id,lote,codigo,endereco,sentido,referencia,tipo_equip,enquadrame,qtde_fxs_f,data_publi,velocidade,latitude_l,ligado,data_desli,motivo_des,mi_style,mi_prinx,geom,emme_gid,mdc_gid,autuacoes,contagem
639,336,2,4314,Av. Salim Farah Maluf,Bairro/Centro,x Av. Vila Ema,Fixo - Grupo B,VER-V-R-A-P,4,2015/01/24 00:00:00.000,50 km/h,(-46.57209840495909958 -23.57907155372188868),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",753,0101000020E6100000EDF331823A4947C09EFA30103E9437C0,8315,83400,3345326,8957
591,337,2,4315 - 4411,Av. Aricanduva,Centro/Bairro,x Av. dos Latinos,Fixo - Grupo B,V-A-P,4,2015/01/29 00:00:00.000,50 km/h,(-46.50454109887215992 -23.57221209511268256),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",702,0101000020E61000001E4A381D964047C07D49F8188B9237C0,12255,249609,2491655,1133
577,338,2,4316,Av. do Estado,Ipiranga / Santana,X Av. Santos Dumont,Fixo - Grupo B,V-R-A-P-VER,3,2015/08/12 00:00:00.000,50 km/h,(-46.63023690909339081 -23.52459343801806924),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",688,0101000020E61000002B17A6C6B65047C08D1EA61A498637C0,3120,9102,512076,2732
642,339,2,4317,Av. Conselheiro Carrão,Bairro/Centro,X R. Luis Pinto,Fixo - Grupo B,V-A-P,2,2015/01/24 00:00:00.000,50 km/h,(-46.53384709135320918 -23.55017295056391902),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",756,0101000020E61000006F22E118554447C085176D23D88C37C0,1157,162427,649345,395
641,340,2,4318,Av. Conselheiro Carrão,Centro/Bairro,X R. Luis Pinto,Fixo - Grupo B,V-A-P,2,2015/01/24 00:00:00.000,50 km/h,(-46.53451141052652673 -23.54996124718039496),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",755,0101000020E610000004C697DC6A4447C0F739FC3DCA8C37C0,6082,97430,665007,1029
644,341,2,4233,Av. Antônio de Barros,V. Formosa / Tatuapé,nº 2.361,Fixo - Grupo B,A,1,2014/10/04 00:00:00.000,30 km/h,(-46.55429452066120888 -23.55112901652862689),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",758,0101000020E6100000D1C42223F34647C071ED1BCA168D37C0,11144,27725,391733,12
645,342,2,4234,Av. Antônio de Barros,Centro / Bairro,X R. Aguapeí,Fixo - Grupo B,A-P,1,2014/09/20 00:00:00.000,30 km/h,(-46.55447509917348015 -23.55056231405078648),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",759,0101000020E610000050D31509F94647C07E786DA1F18C37C0,11144,111679,401681,37
646,343,2,4219,R. Maria Carlota,Bairro/Centro,nº 395,Fixo - Grupo B,A-P,3,2014/12/09 00:00:00.000,30 km/h,(-46.52851726456405856 -23.5248035703496754),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",760,0101000020E610000093C94673A64347C03DDCE58D598637C0,3302,17727,1022016,67
643,344,2,4414,R. Acuruí,Bairro/Centro,oposto ao nº 700,Fixo - Grupo B,A-P,1,2015/07/02 00:00:00.000,30 km/h,(-46.55235503356759352 -23.56195141292346662),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",757,0101000020E6100000A497E690B34647C0D0C0FA05DC8F37C0,9093,73270,292869,42
647,345,2,4415,R. Acuruí,Centro/Bairro,nº 700,Fixo - Grupo B,A-P,1,2015/02/10 00:00:00.000,30 km/h,(-46.55271008264485033 -23.56158962809815449),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",761,0101000020E610000056638532BF4647C042F60F5CC48F37C0,4436,211576,332912,45
648,346,2,4321,Av. Paes de Barros,Bairro/Centro,nº 1.025,Fixo - Grupo B,VER-V-R-A-P,2,2015/03/21 00:00:00.000,50 km/h,(-46.59637225979667363 -23.56428732230904188),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",762,0101000020E6100000B6D2EFEB554C47C0B89BB71C759037C0,3476,241110,743586,2107
606,347,2,4435 - 4323,Av. Jacu Pêssego/Nova Trabalhadores,Mauá / A. Senna,nº 385,Fixo - Grupo B,V-A-P,4,2015/03/21 00:00:00.000,50 km/h,(-46.44588557725008116 -23.56174310490361279),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",718,0101000020E610000043DFDDCA123947C0DD851875CE8F37C0,2700,248756,2304287,3583
608,348,2,4436 - 4324,Av. Jacu Pêssego/Nova Trabalhadores,"A. Senna / Mauá, A. Senna /Mauá",nº 394,Fixo - Grupo B,V-A-P,4,2015/01/29 00:00:00.000,50 km/h,(-46.4459750412536323 -23.56126372097486765),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",720,0101000020E61000003C1EC8B4153947C0D68506FFAE8F37C0,2700,248455,2346028,1966
588,349,2,4391,Av. do Estado,Bairro/Centro,X Pça. Alberto Lion,Fixo - Grupo B,V-R-VER-A-P,3,2015/11/13 00:00:00.000,50 km/h,(-46.61119208264485536 -23.56390175206543702),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",699,0101000020E610000030E69588434E47C0DEEA106A4C9037C0,21681,165608,1399988,6613
650,350,2,4402-4403,Av. Rudge  FAIXA EXLUSIVA,Centro/Bairro,X R. Sérgio Tomas,Fixo - Grupo B,V-R-F-A-P,4,2015/08/18 00:00:00.000,50 km/h,(-46.65025624793457126 -23.52347679338786079),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",764,0101000020E6100000A06A57953B5347C0A50E3497028637C0,8155,132411,1130160,3586
592,351,2,4310,Av. São Miguel,Bairro/Centro,X Av. Gov. Carvalho Pinto,Fixo - Grupo B,V-A-P,3,2015/01/24 00:00:00.000,50 km/h,(-46.51947228157857239 -23.51443888608994115),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",703,0101000020E610000021E5C4AA834247C0C1AF68A5D68337C0,1371,81657,719009,360
590,352,2,4326,Av. Alcântara Machado,Centro/Bairro,a mais 18m da R. Hipódromo,Fixo - Grupo B,V-A-P,5,2015/01/24 00:00:00.000,50 km/h,(-46.60520828925698567 -23.54967704132242545),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",701,0101000020E6100000D29FE4AB704D47C07A04CCB6B28C37C0,13889,67546,4214291,11278
649,353,2,4328,Av. Campanella,Bairro/Centro,oposto ao nº 696,Fixo - Grupo B,A-P,1,2015/08/04 00:00:00.000,30 km/h,(-46.46774031945476935 -23.53602701141915077),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",763,0101000020E6100000E71CD9E8DE3B47C0C5D29710398937C0,1329,155163,428025,23
651,354,2,4332,Av. Campanella,Centro/Bairro,nº 696,Fixo - Grupo B,A-P,1,2015/02/10 00:00:00.000,30 km/h,(-46.46826125093986803 -23.53621251329888864),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",765,0101000020E6100000794BA4FAEF3B47C0E296A841458937C0,11787,110643,692023,50
652,355,2,4334,R. Taquari,Centro/Bairro,nº 624,Fixo - Grupo B,R-A-P,3,2015/01/31 00:00:00.000,30 km/h,(-46.59748539669394063 -23.55105431404907534),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",766,0101000020E61000002CBA71627A4C47C0B53A52E0118D37C0,25051,122099,948806,1904
604,356,2,4336,Av. Jacu Pêssego/Nova Trabalhadores,São Mateus/São Miguel,X R. Montanhas,Fixo - Grupo B,V-A-P,4,2015/01/24 00:00:00.000,50 km/h,(-46.45690923576124476 -23.52920000375947396),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",716,0101000020E6100000A2561CF77B3A47C086D760A7798737C0,20305,248748,2331729,4215
598,357,2,4392,R. Ribeiro de Lima,Luz / Pari,X Av. Tiradentes,Fixo - Grupo B,R-A-P,3,2015/07/02 00:00:00.000,30 km/h,(-46.63321381820046696 -23.53215788437652378),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",710,0101000020E6100000D0AEA5F40A5147C05745D166498837C0,19774,109169,670511,1943
654,358,2,4342,R. Maria Paula,Bairro/Centro,X Av. Brig. Luis Antônio,Fixo - Grupo B,VER-V-R-F-A-P,3,2015/10/23 00:00:00.000,50 km/h,(-46.6381598016325114 -23.5523724214090926),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",768,0101000020E6100000D535BD38AF5147C0A6530540688D37C0,2380,219785,885769,3391
653,359,2,4594,Av. Salim Farah Maluf,V.Prudente / Marginal,X R. Diogo Lopes,Fixo - Grupo B,VER-V-R-A,4,2015/07/02 00:00:00.000,50 km/h,(-46.57625214049762263 -23.56217798346966674),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",767,0101000020E61000000DEDCEA0C24947C0166E12E6EA8F37C0,9694,40636,3031737,11485
607,360,2,4595 - 4653,Av. Alcântara Machado,Bairro/Centro,X R. Bresser,Fixo - Grupo B,A-P,6,2016/01/29 00:00:00.000,50 km/h,(-46.60234612396727982 -23.54781820661213487),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",719,0101000020E61000003AD232B5194D47C0454730DD3D8C37C0,8520,181520,4245719,14600
597,361,2,4596,R. João Teodoro,Brás / Luz,X Av. Tiradentes,Fixo - Grupo B,V-R-F-A-P,3,2015/08/12 00:00:00.000,50 km/h,(-46.63209098347479653 -23.53258712396557684),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",709,0101000020E61000009DCFE3A4EE5047C0FF1FE52F468837C0,17669,209982,897205,4641
656,362,2,4393,R. João Tobias,Bairro/Centro,Av. Alcântara Machado,Fixo - Grupo B,R-A-P-C,3,2015/07/02 00:00:00.000,40 km/h,(-46.5995748099113527 -23.54688286776413264),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",770,0101000020E61000002126FADFBE4C47C0ACE3B685008C37C0,13501,9094,399416,821
752,363,2,4617,Av. Aricanduva,Bairro/Centro,x R. Sebastião de Andrade,Fixo - Grupo B,V-A-P,6,2016/10/26 00:00:00.000,50 km/h,(-23.543695 -46.530835),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",869,0101000020E61000001DB0C466F44347C0941581B92F8B37C0,14289,249491,3008478,2189
751,364,2,4616,Av. do Estado,Ipiranga/Santana,x R. João Teodoro,Fixo - Grupo B,V-R-A-P-VER,4,2016/10/26 00:00:00.000,50 km/h,(-23.534327 -46.625042),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",868,0101000020E61000008CD5492A115047C02DAE33B6BE8837C0,18805,127235,1239047,2641
753,365,2,4622,Av. Ragueb Chohfi,São Mateus/Tiradentes,x Av. Aricanduva,Fixo - Grupo B,V-A-P,3,2016/11/09 00:00:00.000,50 km/h,(-23.598458 -46.468150),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",870,0101000020E6100000F924FB10E93B47C0DC7924562D9937C0,18589,249653,622580,1257
758,366,2,4634,Av. José Pinheiro Borges,Centro/Bairro,R. Santana do Agreste,Fixo - Grupo B,V-A-P,3,2016/11/10 00:00:00.000,50 km/h,(-23.540153 -46.467430),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",875,0101000020E6100000963EF008D93B47C0504155B7408A37C0,2778,135305,1167851,465
755,367,2,4635,Av. José Pinheiro Borges,Bairro/Centro,x R. Santana do Agreste,Fixo - Grupo B,V-A-P,3,2016/11/10 00:00:00.000,50 km/h,(-23.540153 -46.467430),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",872,0101000020E6100000D6C0B933D13B47C0A3BDEA96578A37C0,2778,73271,1242395,556
750,368,2,4615,Av. Aricanduva,Centro/Bairro,X Av. Rio das Pedras,Fixo - Grupo B,V-A-P,4,2016/11/17 00:00:00.000,50 km/h,(-23.582408 -46.491391),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",867,0101000020E610000034043201E03E47C056A49959119537C0,19819,247621,1900283,1055
754,369,2,4621,av. Aricanduva,Bairro/Centro,x Av. Itaquera,Fixo - Grupo B,V-A-P,5,2016/11/22 00:00:00.000,50 km/h,(-23.555188 -46.517017),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",871,0101000020E6100000531A18162F4247C0DC8E99D9218E37C0,24806,245199,2292307,1165
756,370,2,4618,Av do Estado,Santana/Ipiranga,x R dos Patriotas,Fixo - Grupo B,R-A-P-VER,3,2016/12/29 00:00:00.000,50 km/h,(-23.582672 -46.599844),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",873,0101000020E6100000951D4DBBB94C47C0AEC98590149537C0,3544,14977,1846786,3260
757,371,2,4620,Av do Estado,Santana/Ipiranga,x Av Cruzeiro do Sul,Fixo - Grupo B,R-A-P-VER,3,2016/12/29 00:00:00.000,50 km/h,(-23.532373 -46.625337),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",874,0101000020E61000000F54F8F9105047C054DB8F0C208837C0,4425,155226,439346,1362
789,372,2,4319 - 4320,Av. Jacu Pêssego/Nova Trabalhadores,Mauá / A. Senna,nº 1.923,Fixo - Grupo C,V,7,2015/11/20 00:00:00.000,50 km/h,(-46.44711233704076392 -23.54462551668343906),1,,,"Symbol (62,61680,12,""MapInfo Transportation"",256,0)",906,0101000020E6100000BE2395EF3A3947C009C9978A6C8B37C0,17128,248326,2085692,3592
791,373,2,4344,Av. Jacu Pêssego/Nova Trabalhadores,A. Senna / Mauá,a mais 62m da Passarela Padre Duilio Liburdi,Fixo - Grupo C,V,7,2015/09/23 00:00:00.000,50 km/h,(-46.45658141017865717 -23.52253346225150921),1,,,"Symbol (62,61680,12,""MapInfo Transportation"",256,0)",908,0101000020E610000019CA053E713A47C0E8FA57B9C48537C0,9021,248581,2726208,14223
798,374,2,4338 - 4549,Av. Drº. Luiz Ayres,Bairro/Centro,a mais 314 m da R. Maciel Monteiro,Fixo - Grupo C,V-EX,3,2015/10/30 00:00:00.000,50 km/h,(-46.49331790461750558 -23.53562500000000313),1,,,"Symbol (62,61680,12,""MapInfo Transportation"",256,0)",915,0101000020E610000087DCA90C253F47C00E1FA6B71E8937C0,5819,249159,1928910,12153
801,375,2,4340 - 4550,Av. Drº. Luiz Ayres,Centro/Bairro,a mais 162 m da R. Dr. Pedro Mendes,Fixo - Grupo C,V-EX,3,2015/09/22 00:00:00.000,50 km/h,(-46.49372528496792256 -23.53565557869904268),1,,,"Symbol (62,61680,12,""MapInfo Transportation"",256,0)",918,0101000020E61000009E352661323F47C018DB94C0208937C0,5819,249215,1592324,9620
781,376,2,4358 - 4552,Av. Ragueb Chohfi,Bairro/Centro,a mais 150m da R. Francisco de Melo Palheta,Fixo - Grupo C,V-EX,3,2015/12/05 00:00:00.000,50 km/h,(-46.46101702219210239 -23.59845087094492655),1,,,"Symbol (62,61680,12,""MapInfo Transportation"",256,0)",898,0101000020E6100000228C3C9C023B47C08C4AEA04349937C0,10793,27469,1611918,1065
783,377,2,4571,Av. Sapopemba,Centro/Bairro,a menos 15m do nº 13.958,Fixo - Grupo C,V,3,2015/09/22 00:00:00.000,50 km/h,(-46.47378488337830049 -23.6120545399333146),1,,,"Symbol (62,61680,12,""MapInfo Transportation"",256,0)",900,0101000020E6100000BDA60705A53C47C04C380DB4AF9C37C0,3877,164935,981497,815
795,378,2,4554 - 4555,Av. Aricanduva,Bairro/Centro,a mais 290m da Av. Afonso de Sampaio e Souza,Fixo - Grupo C,V,5,2014/11/06 00:00:00.000,50 km/h,(-46.49247628378837049 -23.58011347455334672),1,,,"Symbol (62,61680,12,""MapInfo Transportation"",256,0)",912,0101000020E6100000B9720F6C093F47C0FECC625A829437C0,19819,249588,2120025,5080
794,379,2,4556 - 4557,Av. Aricanduva,Centro/Bairro,a mais 14m da R. Drº. Mariano C. de Moura,Fixo - Grupo C,V,5,2016/03/31 00:00:00.000,50 km/h,(-46.51537384260191743 -23.55779249443885348),1,,,"Symbol (62,61680,12,""MapInfo Transportation"",256,0)",911,0101000020E61000008716D9CEF74147C0F72B3274CB8E37C0,15341,249587,2767914,4992
826,380,2,4609 - 4610,Av. Sapopemba,Bairro/Centro,a mais 54m da R. Ilha do Cardoso,Fixo - Grupo C,V,3,2016/04/01 00:00:00.000,50 km/h,(-46.46551422351370775 -23.62220313006988448),1,,,"Symbol (62,61680,12,""MapInfo Transportation"",256,0)",943,0101000020E6100000CB1DCBF5953B47C0E092CAB1489F37C0,1708,57019,818001,2087
802,381,2,4612,Av. José Pinheiro Borges,Centro/Bairro,a menos 60m. da R. José Bauman,Fixo - Grupo C,V,3,2016/04/08 00:00:00.000,50 km/h,(-46.44834806848091091 -23.53075620728457906),1,,,"Symbol (62,61680,12,""MapInfo Transportation"",256,0)",919,0101000020E61000004A83F477633947C0695B629FDF8737C0,22714,173837,1474299,2793
775,382,2,4561 - 4562,Av. São Miguel,Bairro/Centro,nº 7.469,Fixo - Grupo C,V,5,2016/03/31 00:00:00.000,50 km/h,(-46.4650109046175146 -23.49859204213009534),1,,,"Symbol (62,61680,12,""MapInfo Transportation"",256,0)",892,0101000020E6100000DFA3FE7A853B47C070E52EBAA37F37C0,4126,192451,1181200,733
787,383,2,4563 - 4564,Av. Profº. Luiz Ignácio de Anhaia Mello,Centro/Bairro,oposto ao nº 3.333,Fixo - Grupo C,V,5,2015/10/01 00:00:00.000,50 km/h,(-46.56178842130095319 -23.58226047455332974),1,,,"Symbol (62,61680,12,""MapInfo Transportation"",256,0)",904,0101000020E6100000CAEC5EB4E84747C03FD63A0E0F9537C0,8101,29524,1741839,2425
786,384,2,4565 - 4566,Av. Profº. Luiz Ignácio de Anhaia Mello,Bairro/Centro,nº 3.333,Fixo - Grupo C,V,3,2015/10/01 00:00:00.000,50 km/h,(-46.5617651573981064 -23.58201539716045758),1,,,"Symbol (62,61680,12,""MapInfo Transportation"",256,0)",903,0101000020E61000004756FAE0E74747C030C4C110FF9437C0,8101,101446,1427809,781
803,385,2,4568 - 4567,Av. Drº. Luiz Ayres,Centro/Bairro,a menos 123m da Av. Profº.  Engº. Ardevan Machado,Fixo - Grupo C,V,7,2016/04/09 00:00:00.000,50 km/h,(-46.47077010650478002 -23.54353234816305829),0,2017/04/25 00:00:00.000,Equipamento off-line - falha na energia AES Eletropaulo,"Symbol (62,61680,12,""MapInfo Transportation"",256,0)",920,0101000020E6100000962B5130423C47C05854C4E9248B37C0,9963,249209,639379,606
785,386,2,4569 - 4570,Av. Sapopemba,Centro/Bairro,oposto ao nº 12.141,Fixo - Grupo C,V,5,2016/04/01 00:00:00.000,50 km/h,(-46.49111407431742293 -23.61289883147961532),1,,,"Symbol (62,61680,12,""MapInfo Transportation"",256,0)",902,0101000020E6100000179BD2D1DC3E47C060845B04E79C37C0,3972,204628,1069554,2822
822,388,2,4584,Av. Sapopemba,Centro/Bairro,oposto nº 5.905,Fixo - Grupo C,V,4,2015/11/20 00:00:00.000,50 km/h,(-46.53497215298860823 -23.58342774099735806),1,,,"Symbol (62,61680,12,""MapInfo Transportation"",256,0)",939,0101000020E61000000F3D10F6794447C03685BE895B9537C0,797,55694,1214795,783
804,389,2,4574 - 4575,Av. Antônio Estevão de Carvalho,Bairro/Centro,oposto ao nº 100,Fixo - Grupo C,V,3,2015/09/22 00:00:00.000,50 km/h,(-46.5199713048534278 -23.531051304853424),1,,,"Symbol (62,61680,12,""MapInfo Transportation"",256,0)",921,0101000020E6100000DAA1E5698E4247C0D79BFFF4F28737C0,10732,121842,1944319,6270
805,390,2,4576 - 4577,Av. Antônio Estevão de Carvalho,Centro/Bairro,a mais 133m da Pça. Nossa Senhora da Anunciação,Fixo - Grupo C,V,3,2015/09/22 00:00:00.000,50 km/h,(-46.51869413751258264 -23.53055242130095337),1,,,"Symbol (62,61680,12,""MapInfo Transportation"",256,0)",922,0101000020E6100000E4B74B8F644247C00BBAD641D28737C0,10732,141744,1872290,3667
806,391,2,4578 - 4579,Estr. de Mogi das Cruzes,Centro/Bairro,a mais 30m da R. Bacaúbas,Fixo - Grupo C,V,4,2016/04/26 00:00:00.000,50 km/h,(-46.48037995904945063 -23.51763412639028772),1,,,"Symbol (62,61680,12,""MapInfo Transportation"",256,0)",923,0101000020E6100000378684187D3D47C0BC7FC1A8838437C0,2852,14643,445231,930
788,392,2,4580,Av. Jacu Pêssego/Nova Trabalhadores,Ayrton Senna / Mauá,a menos 220m da Av. Sapopemba,Fixo - Grupo C,V,5,2016/05/03 00:00:00.000,50 km/h,(-46.44878476710496784 -23.62078077822724254),1,,,"Symbol (62,61680,12,""MapInfo Transportation"",256,0)",905,0101000020E6100000780C2CD3713947C02E149780EB9E37C0,12044,189136,1286517,17509
792,393,2,4581,Av. Jacu Pêssego/Nova Trabalhadores,Mauá / Ayrton Senna,a menos 280m da Av. Sapopemba,Fixo - Grupo C,V,5,2016/04/08 00:00:00.000,50 km/h,(-46.45055433704075654 -23.62535172733389288),1,,,"Symbol (62,61680,12,""MapInfo Transportation"",256,0)",909,0101000020E6100000A8B5FED0AB3947C05F8E052217A037C0,11791,148542,931675,30519
793,394,2,4583,Av. Jacu Pêssego/Nova Trabalhadores,Ayrton Senna / Mauá,a mais 250m do acesso Rod. Ayrton Senna,Fixo - Grupo C,V,7,2015/09/22 00:00:00.000,50 km/h,(-46.45299536922810546 -23.48621584142236784),1,,,"Symbol (62,61680,12,""MapInfo Transportation"",256,0)",910,0101000020E6100000730BC0B3FB3947C0B69B22B8787C37C0,20945,250138,2813346,14342
790,395,2,4582,Av. Jacu Pêssego/Nova Trabalhadores,Mauá / Ayrton Senna,a menos 260m do acesso Rod. Ayrton Senna,Fixo - Grupo C,V,7,2015/12/05 00:00:00.000,50 km/h,(-46.45287832591846922 -23.48661845348829758),1,,,"Symbol (62,61680,12,""MapInfo Transportation"",256,0)",907,0101000020E610000081BD57E7F73947C061C3910F937C37C0,20945,250132,2462316,12247
823,396,2,4585,Av. Sapopemba,Bairro/Centro,nº 5.905,Fixo - Grupo C,V,1,2015/11/20 00:00:00.000,50 km/h,(-46.53470722059324061 -23.58372836922809057),1,,,"Symbol (62,61680,12,""MapInfo Transportation"",256,0)",940,0101000020E6100000E3407A50714447C032DC67326F9537C0,797,70801,674135,82
807,397,2,4611,Av. José Pinheiro Borges,Bairro/Centro,a mais 32m. da R. Alzira Livramento Marzagão,Fixo - Grupo C,V,5,2016/04/09 00:00:00.000,50 km/h,(-46.44793261487053826 -23.53006046286008868),1,,,"Symbol (62,61680,12,""MapInfo Transportation"",256,0)",924,0101000020E61000000F0003DE553947C0D4F7F102B28737C0,22713,241734,2032615,4754
762,398,2,4560,AV ALCANTARA MACHADO,Bairro/Centro,A MENOS 28 METROS DO VIADUTO GUADALAJARA,Fixo - Grupo C,V-R-F-VER,10,2016/09/13 00:00:00.000,50 km/h,(-46.592519  -23.544233),1,,,"Symbol (62,61680,12,""MapInfo Transportation"",256,0)",879,0101000020E6100000350708E6E84B47C07E8B4E965A8B37C0,9678,221080,4240174,20850
782,399,2,4558-4559,AV ALCANTARA MACHADO,Centro/Bairro,A MAIS 3M DA R SIQUEIRA BUENO,Fixo - Grupo C,VER-V-R-F,9,2016/08/30 00:00:00.000,50 km/h,(-46.593221  -23.544389),1,,,"Symbol (62,61680,12,""MapInfo Transportation"",256,0)",899,0101000020E6100000962BD568E64B47C0B443D344658B37C0,15607,228023,5206045,25993
60,400,2,4225 - 4224,R. Antônio de França e Silva,Bairro/Centro - Centro/Bairro,X R. Maria Farneti,Barreira Eletrônica,V,2,2014/09/10 00:00:00.000,50 km/h,(-46.50350250556114418 -23.62158301112229353),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",62,0101000020E6100000956B9FC8724047C08AE6BF0F209F37C0,7361,78633,708467,552
9,401,2,4593,Av. Celso Garcia  FAIXA CONTRA FLUXO,Bairro/Centro,nº 5.759,Barreira Eletrônica,V,1,2014/11/27 00:00:00.000,50 km/h,(-46.55731482035732682 -23.53080983147961547),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",10,0101000020E6100000FD481119564747C050975A29E38737C0,18082,233492,53064,314
61,402,2,4255,R. Com. Cantinho,Bairro/Centro,X R. CeL. Rodovalho,Barreira Eletrônica,V,1,2014/11/27 00:00:00.000,40 km/h,(-46.55184716852038918 -23.52791815739808357),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",63,0101000020E61000006BCCD2EBA24647C0220526A2258737C0,10012,117516,179276,338
62,403,2,4517-4518,R. Baia Grande,Vila Alpina / Vila Zelina - Vila Zelina / Vila Alpina,nº 483 - nº 472,Barreira Eletrônica,V,1,2015/03/21 00:00:00.000,40 km/h,(-46.57102217964266799 -23.59995531479617981),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",64,0101000020E6100000F4A5B73F174947C01E2C4AA6969937C0,2752,215018,851215,522
63,404,2,4511 - 4512,R. Waldemar Tietz,Artur Alvim / Cidade Lider - Cidade Lider / Artur Alvim,n° 365 - n° 366,Barreira Eletrônica,V,1,2015/03/21 00:00:00.000,40 km/h,(-46.49052801112229361 -23.55135025278057626),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",65,0101000020E6100000C87B72A0C93E47C0A57F8B46258D37C0,13253,109787,848336,277
