gid,id,lote,codigo,endereco,sentido,referencia,tipo_equip,enquadrame,qtde_fxs_f,data_publi,velocidade,latitude_l,ligado,data_desli,motivo_des,mi_style,mi_prinx,geom,emme_gid,mdc_gid,autuacoes,contagem
21,438,2,4516 - 4515,Av. Marechal Tito,Bairro/Centro - Centro/Bairro,n° 6.765 - oposto n° 6.765,Barreira Eletrônica,V,4,2015/05/08 00:00:00.000,40 km/h,(-46.3851480310077946 -23.48859724165827956),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",22,0101000020E6100000732C8C804C3147C05AF93CB1147D37C0,22528,22589,1223268,475
93,439,2,4455 - 4456,Av. Montemagno,Água Rasa / V. Formosa - V. Formosa / Água Rasa,n° 2.926 - n° 2.927,Barreira Eletrônica,V,2,2015/01/22 00:00:00.000,40 km/h,(-46.53763298887771072 -23.57381316852038466),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",95,0101000020E610000083EC2729D14447C07ED15069E59237C0,4670,136534,711313,127
94,440,2,4283 - 4284,R. Nova Brasília,Sapopemba / Barreira Grande - Barreira Grande / Sapopemba,n° 501 - n° 510,Barreira Eletrônica,V,2,2015/03/21 00:00:00.000,40 km/h,(-46.50802258982134418 -23.59747791573981246),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",96,0101000020E6100000491B79E6064147C059147651F49837C0,15491,193400,931038,51
95,441,2,4471 - 4470,R. Olho D'Água do Borges,Centro/Bairro - Bairro/Centro,n° 184 - n° 94,Barreira Eletrônica,V,2,2015/03/21 00:00:00.000,40 km/h,(-46.50737667408154152 -23.49604515739808619),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",97,0101000020E61000005A2CC1B9F14047C07E319DCEFC7E37C0,17863,215577,617329,135
96,442,2,4433 - 4434,Av. Oliveira Freire,Guarulhos / São Miguel - São Miguel / Guarulhos,n° 715 - n° 732,Barreira Eletrônica,V,2,2015/09/11 00:00:00.000,40 km/h,(-46.42862517964267255 -23.48470500000000172),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",98,0101000020E6100000356CC62FDD3647C0830EFCA0157C37C0,15495,20083,1003581,257
97,443,2,4286 - 4285,Av. Do Oratório,Bairro/Centro - Centro/Bairro,n° 6.515 - n° 6.518,Barreira Eletrônica,V,2,2014/08/15 00:00:00.000,40 km/h,(-46.52382284260191625 -23.61239424165828282),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",99,0101000020E6100000F3A4D0A20C4347C0E86AE9D9C59C37C0,1196,145036,1116539,91
98,444,2,4288 - 4287,Av. Do Oratório,Centro/Bairro- Bairro/Centro,n° 3.232 - n° 3.191A,Barreira Eletrônica,V,2,2014/08/15 00:00:00.000,40 km/h,(-46.54119134698351701 -23.59746522177277228),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",100,0101000020E6100000A00BD1BE454547C0A74D0778F39837C0,6325,69167,970338,880
99,445,2,4479 - 4478,R. Do Oratório,Água Rasa / Moóca - Moóca / Água Rasa,n° 2.853 - oposto n° 2.853,Barreira Eletrônica,V,2,2014/08/30 00:00:00.000,40 km/h,(-46.58176501112229317 -23.57209784260190943),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",101,0101000020E6100000402D8A47774A47C0641BB803759237C0,8096,34638,1002500,4261
4,446,2,4469 - 4468,Av. Paranaguá,São Miguel / Assis Ribeiro - Assis Ribeiro / São Miguel,n° 2.070 - oposto n° 2.070,Barreira Eletrônica,V,2,2015/05/27 00:00:00.000,40 km/h,(-46.47949904213009376 -23.48782811526799108),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",5,0101000020E61000008D22CE37603D47C00FEC3A4CE27C37C0,24875,165779,536956,143
100,447,2,4493 - 4492,R. da Passagem Funda,Iguatemi / Guaianazes - Guaianazes / Iguatemi,"a menos 9,00 m R. Prof. Tadeu - n° 518",Barreira Eletrônica,V,3,2014/12/19 00:00:00.000,40 km/h,(-46.41081665183693161 -23.55671833704076334),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",102,0101000020E6100000CBEB6FA6953447C01525F811858E37C0,9753,44519,1387700,628
101,448,2,4507 - 4506,R. Fernão Carrilho,Guaianazes / Ferraz de Vasconcelos - Ferraz de Vasconcelos / Guaianazes,n° 109 - n° 7 B,Barreira Eletrônica,V,2,2015/01/08 00:00:00.000,40 km/h,(-46.40843998887770283 -23.56025632591846986),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",103,0101000020E6100000B77D0BC2473447C0097D97EF6C8F37C0,18375,186397,716178,407
102,449,2,4459 - 4460,Av. Renata,Sapopemba / Aricanduva - Aricanduva / Sapopemba,n° 257 - n° 258,Barreira Eletrônica,V,2,2014/12/03 00:00:00.000,40 km/h,(-46.54089550556115285 -23.57274501112229714),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",104,0101000020E610000076F784153C4547C0AEE5BE6A9F9237C0,9523,115080,758465,47
103,450,2,4505 - 4504,R. Sabbado D Angelo,São Miguel / Iguatemi - Iguatemi / São Miguel,n° 1.980 - Oposto n° 1.980,Barreira Eletrônica,V,2,2014/12/19 00:00:00.000,40 km/h,(-46.44507412639028843 -23.55033796899220278),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",105,0101000020E6100000758DF92DF83847C0C1D829F3E28C37C0,8414,235262,653460,167
18,451,2,4488,Av. São Miguel,Bairro/Centro,oposto ao n° 2.768,Barreira Eletrônica,V,2,2015/07/29 00:00:00.000,50 km/h,(-46.50425056757674724 -23.51042067408153002),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",19,0101000020E61000008FB4E9428B4047C0072826D2AA8237C0,568,80448,1346409,375
19,452,2,4489,Av. São Miguel,Centro/Bairro,n° 2.384,Barreira Eletrônica,V,2,2014/09/06 00:00:00.000,50 km/h,(-46.50809951668344411 -23.51068008426019063),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",20,0101000020E6100000303FBB6C094147C064A39CFDBB8237C0,568,64676,1110771,359
104,453,2,4502 - 4503,R. São Teodoro,Centro/Bairro - Bairro/Centro,mais 23 m n° 1.198 - a mais 35 m R. Lagoa Taí Grande,Barreira Eletrônica,V,2,2014/10/17 00:00:00.000,50 km/h,(-46.45005471621162485 -23.55642774721942345),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",106,0101000020E61000004BCC50689B3947C04287E910728E37C0,1146,234322,849237,70
23,454,2,4290 - 4289,Av. Sapopemba,Sapopemba / São Lucas - São Lucas / Sapopemba,n° 8.023 - Oposto n° 8.023,Barreira Eletrônica,V,2,2015/07/29 00:00:00.000,40 km/h,(-46.5225044213009582 -23.59796003100780126),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",24,0101000020E6100000AA480179E14247C0E9215CF9139937C0,12175,13245,843640,184
105,455,2,4292 - 4291,R. Solidônio Leite,Bairro/Centro - Centro/Bairro,n° 2.563 - oposto n° 2.563,Barreira Eletrônica,V,2,2014/12/18 00:00:00.000,40 km/h,(-46.53436365183694079 -23.58685867408152959),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",107,0101000020E6100000FB477409664447C0E16909643C9637C0,14620,82541,734680,1456
106,456,2,4294 - 4293,Av. Vila Ema,Bairro/Centro - Centro/Bairro,n° 5.475 - oposto n° 5.475,Barreira Eletrônica,V,2,2016/02/12 00:00:00.000,40 km/h,(-46.53094258982133624 -23.59737429491067218),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",108,0101000020E610000034EC5AEFF54347C098AEF57FED9837C0,3356,228803,778854,303
107,457,2,4295 - 4296,Av. Zelina,Vl. Prudente / V.Alpina - V.Alpina / Vl. Prudente,n° 1.212 - Oposto n° 1.212,Barreira Eletrônica,V,2,2014/10/17 00:00:00.000,40 km/h,(-46.57244739029315639 -23.59050595786990456),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",109,0101000020E61000000B267AF0454947C0253E35662B9737C0,8110,52608,669836,930
108,458,2,4486 - 4487,R. Salvador Gianetti,Centro/Bairro - Bairro/Centro,n° 386 - oposto n° 386,Barreira Eletrônica,V,2,2014/10/25 00:00:00.000,40 km/h,(-46.41883317964267519 -23.54211199999999948),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",110,0101000020E61000009E8A86529C3547C0ABDEC8D9C78A37C0,19312,65416,1160094,114
109,459,2,4607 - 4608,R. Luis Juliani,São Paulo/Santo André - Santo André/São Paulo,n° 528 - n° 515A,Barreira Eletrônica,V,2,2014/10/25 00:00:00.000,40 km/h,(-46.5067385857903588 -23.61781910965720854),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",111,0101000020E61000008F677ED2DC4047C0D3E5A462299E37C0,10476,70887,712471,261
3,460,2,4654 - 4655,Av. Osvaldo Pucci,Cidade Líder/José Bonifacio - José Bonifacio/Cidade Líder,a mais 3m oposto ao n° 555 - a menos 3m n° 555,Barreira Eletrônica,V,4,2014/10/25 00:00:00.000,40 km/h,(-46.462741603510743 -23.56778650692618626),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",4,0101000020E6100000B27192203B3B47C00D18247D5A9137C0,1760,96776,1815348,2831
879,461,4,2617,Av. Escola Politécnica,Raposo/Marginal Pinheiros,nº 5.173,Fixo - Grupo A,V-R-VR,3,2015/07/18 00:00:00.000,50 km/h,(-46.76419800000000038 -23.57283800000000085),1,,,,996,0101000020E610000097D5743DD16147C0CA018682A59237C0,9439,246023,1450454,3882
880,462,4,2588,Av. dos Tajurás,Bairro/Centro,nº 406,Fixo - Grupo A,V,3,2014/12/20 00:00:00.000,50 km/h,(-46.69319200000000336 -23.58689899999999895),1,,,,997,0101000020E610000025F39E83BA5847C09B84F6033F9637C0,11253,228879,1966957,1535
878,463,2,4631-4632,Av. Marechal Tito,Bairro/Centro,a mais 191m do Vd. da China,Fixo - Grupo A,V-EX,3,2017/01/18 00:00:00.000,50 km/h,(-23.493943 -46.416297),1,,,,995,0101000020E6100000D4D618E2673547C0564AE71A6D7E37C0,3750,162155,687665,790
877,464,1,6980-6981,Av. Conceição,Centro/Bairro - Bairro/Centro,nº 1539 - Oposto nº 1539,Barreira Eletrônica,V,2,2016/12/27 00:00:00.000,40 km/h,(-23.499608 -46.598747),1,,,,994,0101000020E61000001A6853DCA24C47C032692BA4E67F37C0,11905,181263,982690,0
876,465,2,4623 - 4638,Rua Melo Freire,Centro/Bairro,x Rua Apucarana,Fixo - Grupo B,F-A-P-VER,7,2017/01/11 00:00:00.000,50 km/h,(-23.538246 -46.565146),1,,,,993,0101000020E6100000F6221960624847C003AEDAFBE88937C0,23172,157292,4743118,9700
875,466,2,4619,Av. São Luís,República/Sé,x Rua da Consolação,Fixo - Grupo B,R-F-A-P-VER,3,2017/01/11 00:00:00.000,50 km/h,(-23.547906 -46.642736),1,,,,992,0101000020E610000040396E76415247C055008B2A338C37C0,3809,222863,790578,1602
874,467,3,5509,Av. Dr. Gastão Vidigal,Pinheiros/Vila Leopoldina,nº 2571,Fixo - Grupo A,V-R,3,2016/11/26 00:00:00.000,50 km/h,(-23.5382143-46.7305847),1,,,,991,0101000020E610000010FEECD57E5D47C08E6C3A70D78937C0,8200,131377,1204763,4621
893,468,1,7172,Av. Assis Chateaubriand,Ayrton Senna/Castelo Branco,acesso Alça Ponte das Bandeiras,Fixo - Grupo B,R-Z-C,1,2017/06/01 00:00:00.000,40 km/h,(-23.518112 -46.630389),1,,,,1012,0101000020E610000091AC0D6BB05047C074E98315A28437C0,7345,163146,416352,0
892,469,3,5516,Rua Guaicurus,Centro/Bairro,nº 175,Fixo - Grupo A,R-Z,3,2017/06/02 00:00:00.000,50 km/h,(-23.523044 -46.688063),1,,,,1011,0101000020E61000002C1AF7210F5847C0E35F26EFE88537C0,22034,167438,1308955,2286
418,470,4,2425 - 2424,Av. Atlântica,Centro/Bairro,a menos 12m. da R. Porto Artur,Fixo - Grupo A,V-EX,3,2014/12/18 00:00:00.000,50 km/h,(-46.71512200000000092 -23.69586599999999876),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",522,0101000020E6100000AD1FCD1E895B47C0F965304624B237C0,9614,61989,210119,2145
778,471,4,2731 - 2765 - 2766 - 2767 - 27,Marg. Pinheiros,C. Branco - Interlagos,A mais 214m da R. Bento Frias,Fixo - Grupo C,V-R-PR-VER,13,2016/07/05 00:00:00.000,90/60 km/h,(-46.69934319738327133 -23.57468210027677458),1,,,"Symbol (62,61680,12,""MapInfo Transportation"",256,0)",895,0101000020E610000088D8DCA8805947C02C80E7E6349337C0,868,248893,8506767,25610
160,472,4,2729 - 2730,Av. Dom Rodrigues Sanches,Embu/São Paulo - São Paulo/Embu,oposto ao n° 650 - n° 650,Barreira Eletrônica,V,1,2015/11/18 00:00:00.000,40 km/h,(-46.7860069999999979 -23.66133699999999962),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",162,0101000020E6100000984FF3E19B6447C008D606614DA937C0,4282,48973,265528,3670
159,473,4,2727 - 2728,Av. Felipe Carrilo,São Paulo/Embu - Embu/São Paulo,n° 220 - n° 189,Barreira Eletrônica,V,2,2015/11/18 00:00:00.000,40 km/h,(-46.7850480000000033 -23.6675450000000005),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",161,0101000020E6100000D897F0747C6447C07FB5513AE4AA37C0,4282,180646,158048,124
414,474,4,2715 - 2716,Av. Roque Petroni Junior,Marg.Pinheiros/Diadema,n° 1.089,Fixo - Grupo A,VER-V,4,2015/10/29 00:00:00.000,50 km/h,(-46.69750200000000007 -23.62221500000000063),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",518,0101000020E6100000CFBFD9BD475947C01BE11F7C499F37C0,16478,78870,1862422,7072
276,475,4,2713 - 2714,Av. Atlântica,Centro/Bairro,a mais 175m. R. Mario Martins de Almeida,Fixo - Grupo A,V-EX,3,2015/09/08 00:00:00.000,50 km/h,(-46.710093999999998 -23.71271399999999829),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",375,0101000020E6100000C0A4DF5BE45A47C0BE66B96C74B637C0,8493,30703,205043,2434
163,476,4,2711 - 2712,Estr. do M' Boi Mirim,Centro/Bairro,a mais 27m. n° 460,Fixo - Grupo A,V-EX,3,2015/12/08 00:00:00.000,50 km/h,(-46.73801799999999673 -23.67004499999999823),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",255,0101000020E61000002E724F57775E47C02BD9B11188AB37C0,4089,194160,886664,2755
568,477,4,2703 - 2702,Av. Guarapiranga,Bairro/Centro,nº 1.389,Fixo - Grupo A,V-EX,3,2015/03/03 00:00:00.000,50 km/h,(-46.72637600000000191 -23.66729399999999828),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",678,0101000020E6100000A9EACCDAF95C47C0CFF711C7D3AA37C0,1922,130709,1827395,5963
543,478,4,2699 - 2785,Marginal Pinheiros  Pista Expressa,Interlagos/Castelo Branco,a menos 15m. Ponte Eusébio Matoso,Fixo - Grupo A,V-R-PR-VER,5,2015/05/29 00:00:00.000,90/60 km/h,(-46.70016100000000137 -23.57231499999999969),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",653,0101000020E610000085AEC8D89E5947C00414D14C839237C0,20942,248888,5681122,34622
817,479,4,2698 - 2759 - 2760 - 2761 - 26,Marginal Pinheiros  Pista Expressa,Castelo Branco/Interlagos,"a mais 650m do Km 4,5 (USP)",Fixo - Grupo C,V-R-PR-VER,13,2016/05/06 00:00:00.000,90/60 km/h,(-46.63199500000000342 -23.64699099999999987),1,,,"Symbol (62,61680,12,""MapInfo Transportation"",256,0)",934,0101000020E6100000FDEF6FC7C45B47C023879E18808E37C0,1839,48548,7562391,27213
482,480,4,2697 - 2696,Marginal Pinheiros  Pista Expressa,Interlagos/Castelo Branco,"a mais 130m do km 17,5",Fixo - Grupo A,V-PR-VER,3,2015/04/17 00:00:00.000,90/60 km/h,(-46.72441899999999748 -23.64968500000000162),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",588,0101000020E610000064C91CCBBB5C47C0BBD6F7444BA637C0,16231,248643,1575314,1885
321,481,4,2694 - 2693 - 2783 - 2784,Marginal Pinheiros  Pista Expressa,Castelo Branco/Interlagos,a mais 117m. km 13,Fixo - Grupo A,V-VER-PR,5,2015/04/17 00:00:00.000,90/60 km/h,(-46.7016490000000033 -23.61757499999999865),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",420,0101000020E6100000FACAE61ED05947C036001B10219E37C0,3050,248907,4380820,4454
402,482,4,2688 - 2689,Av. Eliseu de Almeida,Bairro/Centro,a mais 95m.R. Heitor dos Prazeres,Fixo - Grupo A,V-EX,4,2015/03/03 00:00:00.000,50 km/h,(-46.73492799999999647 -23.58978099999999856),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",506,0101000020E610000026DC8E1D125E47C096B390E3FB9637C0,2671,132893,669180,4213
268,506,3,5121,Av. Pompéia,Barra Funda / Pompeia,Oposto n° 227,Fixo - Grupo A,V-R-Z,3,2014/10/25 00:00:00.000,50 km/h,(-46.68270291288460783 -23.52697023248848751),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",367,0101000020E6100000C7F0D8CF625747C059DFD981E78637C0,617,107084,1143502,2401
158,483,4,2681 - 2680,R. Conde Moreira Lima,Cidade Ademar/Jabaquara - Jabaquara/Cidade Ademar,n° 395 - n° 382,Barreira Eletrônica,V,1,2015/06/27 00:00:00.000,40 km/h,(-46.65953600000000279 -23.66104400000000041),0,2017/01/02 00:00:00.000,Dispositivo de segurança acionado por oscilação de energia,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",160,0101000020E6100000F8774BAC6B5447C0AC2A242E3AA937C0,11875,4824,641211,342
688,484,4,2667 - 2668,Estr. do M ' Boi Mirim,Bairro/Centro,R. Anhandui Mirim,Fixo - Grupo B,V-A-P,3,2015/03/13 00:00:00.000,50 km/h,(-46.73792100000000005 -23.6702760000000012),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",805,0101000020E6100000A0990E3A745E47C08824BC3597AB37C0,4089,244051,718644,1685
700,485,4,2665 - 2666,Av. Santo Amaro,Centro/Bairro,R. Graham Bell,Fixo - Grupo B,V-A-P,3,2015/03/13 00:00:00.000,50 km/h,(-46.696908999999998 -23.63823199999999858),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",817,0101000020E61000005C760447345947C07F5CC92B63A337C0,9668,71688,568052,1640
553,486,4,2660 - 2659,Av. Sen. Teotonio Vilela,Centro/Bairro,n° 2.926,Fixo - Grupo A,V-EX,3,2015/04/03 00:00:00.000,50 km/h,(-46.69978299999999649 -23.72513700000000014),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",663,0101000020E61000000E0DEE7B925947C041459393A2B937C0,5922,160372,895779,7295
555,487,4,2657 - 2658,Av. Sen. Teotonio Vilela,Bairro /Centro,a mais 163m do n° 3.063,Fixo - Grupo A,V-EX,3,2015/05/29 00:00:00.000,50 km/h,(-46.69926799999999645 -23.7265100000000011),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",665,0101000020E61000001178799D815947C0A221256EFCB937C0,13645,108377,1675747,11289
454,488,4,2652 - 2651,Av. Santo Amaro,Bairro/Centro,n° 5.197,Fixo - Grupo A,V-VR-EX,3,2015/03/13 00:00:00.000,50 km/h,(-46.68856199999999745 -23.62825600000000037),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",558,0101000020E6100000115AA4C3225847C0456AF362D5A037C0,19729,88279,921705,9262
404,489,4,2646 - 2647,Av. Corifeu de Azevedo Marques,Bairro/Centro,"a mais 9,5m. R. Padre Justino",Fixo - Grupo A,V-EX,3,2015/03/03 00:00:00.000,50 km/h,(-46.71963099999999969 -23.57114599999999882),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",508,0101000020E610000080E408DF1C5C47C08457799F369237C0,569,107607,821102,1862
405,490,4,2644 - 2645,Av. Corifeu de Azevedo Marques,Centro/Bairro,nº 250 - a menos70m. nº 250,Fixo - Grupo A,V-EX,3,2015/04/17 00:00:00.000,50 km/h,(-46.71782699999999977 -23.57013299999999845),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",509,0101000020E61000007A4A52C2E15B47C02938FE3CF49137C0,569,244707,1075315,2165
256,492,3,5086,Av. Dom Pedro I,Ipiranga/Mooca,nº 909,Fixo - Grupo A,V-R-Z-F-EX,4,2014/08/15 00:00:00.000,50 km/h,(-23.57371 -46.61077),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",355,0101000020E6100000704B79E72F4E47C0CB3A4E97E69237C0,8359,95803,1162511,6715
254,493,3,5084 - 5482 - 5178,Av. Jabaquara,Centro/Bairro,nº 2046,Fixo - Grupo A,V-R-Z-F-EX,4,2014/08/30 00:00:00.000,50 km/h,(-23.62227 -46.64016),0,2017/03/13 00:00:00.000,ativação de guia rebaixada nas proximidades,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",353,0101000020E610000086C9F196ED5147C059AB0BB2449F37C0,2213,174008,748729,3035
257,494,3,5087 - 5088,Av. Marques de São Vicente,Bairro/Centro,nº 425,Fixo - Grupo A,V-R-EX-VER,4,2015/07/29 00:00:00.000,50 km/h,(-46.66437251038774292 -23.52196111445173798),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",356,0101000020E610000083F9A72B0A5547C05BE31A3C9F8537C0,9053,129852,765216,3949
258,495,3,5092 - 5091,Av. Marques de São Vicente,Centro/Bairro,n° 2.898,Fixo - Grupo A,V-R-EX-VER,4,2014/12/19 00:00:00.000,50 km/h,(-46.68768247591376763 -23.51567189784420364),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",357,0101000020E61000000E9F11F8055847C00AAADB13038437C0,2583,234461,1237220,6667
253,496,3,5090 - 5089,Av. Marques de São Vicente,Bairro/Centro,a mais 80m do n° 2.853,Fixo - Grupo A,V-R-EX-VER,4,2015/01/08 00:00:00.000,50 km/h,(-46.68768670894453976 -23.51583356274356618),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",352,0101000020E610000044D8531F065847C0BD5DC4B10D8437C0,2583,13837,1463948,9356
260,497,3,5094 - 5093,Pça. Pascoal Martins,Centro/Bairro,a mais 40m da Av. Marques de São Vicente,Fixo - Grupo A,V-R-EX-VER,4,2014/12/03 00:00:00.000,50 km/h,(-46.67426882217441175 -23.51938253313963756),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",359,0101000020E6100000FB0DA8714E5647C06AFF1C49F68437C0,8218,204619,1141731,3844
261,498,3,5110 - 5109,Pça. Pascoal Martins,Bairro/Centro,a mais 40m da Av. Marques de São Vicente,Fixo - Grupo A,V-R-EX-VER,4,2014/12/19 00:00:00.000,50 km/h,(-46.67505852570750591 -23.51932599547329872),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",360,0101000020E61000001DA25556685647C0EF29CE8BF28437C0,7379,148283,1435364,8918
262,499,3,5096 - 5095,Av. Ordem e Progresso,Centro/Bairro,Oposto ao n° 95,Fixo - Grupo A,V-R-EX,4,2015/07/29 00:00:00.000,50 km/h,(-46.66733388554826689 -23.51966513255855418),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",361,0101000020E61000006F0E53326B5547C019EDC8C3088537C0,18929,36577,2426448,9858
264,500,3,5115,Av. Juntas Provisorias,Anchieta / Mooca,n° 295,Fixo - Grupo A,V-R-VER,4,2014/09/06 00:00:00.000,50 km/h,(-46.59789871887423374 -23.58900985943711248),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",363,0101000020E61000001FF553F3874C47C03911D45BC99637C0,18999,224620,3055406,9730
573,501,3,5112 - 5111,Av. Santo Amaro,Bairro/Centro,n° 2.587,Fixo - Grupo A,V-R-VER-F-EX,3,2014/10/17 00:00:00.000,50 km/h,(-46.67589571941533677 -23.6068167963692197),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",684,0101000020E6100000C8E17AB1835647C07F81625C589B37C0,15186,217594,1617140,7341
456,502,3,5114 - 5113,Av. Santo Amaro,Centro/Bairro,nº 2.524,Fixo - Grupo A,V-R-VER-EX,3,2015/07/29 00:00:00.000,50 km/h,(-46.6757438054461673 -23.60614921270773436),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",560,0101000020E610000000A32EC67E5647C054B407942C9B37C0,15186,188024,2196553,9790
263,503,3,5117 - 5116,Av. Ibirapuera,Centro/Bairro,nº 3398,Fixo - Grupo A,V-R-EX,3,2014/08/15 00:00:00.000,50 km/h,(-46.66972418547688051 -23.61150844790763514),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",362,0101000020E6100000DCDF6E83B95547C02931F8C98B9C37C0,16116,186239,1866961,9324
259,504,3,5118 -5501,Av. Duque de Caxias,Centro/Bairro,n° 193,Fixo - Grupo A,V-R-Z-F,6,2016/02/12 00:00:00.000,50 km/h,(-46.64646272849228836 -23.53984837095375582),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",358,0101000020E6100000C7D6AF4BBF5247C0F7A8017B338A37C0,18141,208962,1744713,3558
265,505,3,5120,Av. Juntas Provisórias,Mooca / Anchieta,n° 1.338,Fixo - Grupo A,V-R,4,2014/10/17 00:00:00.000,50 km/h,(-46.59754099999999966 -23.59854299999999938),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",364,0101000020E6100000AE688C397C4C47C09466B11C3A9937C0,19930,113785,3129868,6088
269,507,3,5122,Av. Pompéia,Pompeia / Barra Funda,n° 227,Fixo - Grupo A,V-R-Z,3,2014/10/25 00:00:00.000,50 km/h,(-46.68272919401154297 -23.52718623357305106),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",368,0101000020E610000079B747A9635747C0F3CEBAA9F58637C0,617,11306,1340998,2783
267,508,3,5124 - 5123,Av. São João,Bairro/Centro,n° 2.097,Fixo - Grupo A,V-R-Z-F-EX,3,2014/12/20 00:00:00.000,50 km/h,(-46.65289700000000295 -23.53538100000000099),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",366,0101000020E6100000F6EC5622925347C0FE0C2DBA0E8937C0,6054,28489,538752,2613
270,509,3,5126 - 5483,Av. Antartica,Marginal Tiete / Pinheiros,a mais 10 m do Viaduto Antartica,Fixo - Grupo A,V-R-Z,5,2014/09/26 00:00:00.000,50 km/h,(-46.67422877604618492 -23.52764760181539216),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",369,0101000020E6100000A89B72224D5647C0A2D94CF0138737C0,623,152991,2812621,7646
266,510,3,5127,R. Sena Madureira,Ibirapuera / Vila Mariana,n° 1.355,Fixo - Grupo A,V-R-Z-F,4,2014/09/06 00:00:00.000,50 km/h,(-46.64854925335380642 -23.59256227150770613),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",365,0101000020E6100000B63900A8035347C06FC00025B29737C0,24165,126453,3258060,7492
271,511,3,5195 - 5194,Av. Eusébio Matoso,Bairro/Centro,a menos 5 m da R. São Columbano,Fixo - Grupo A,V-R-VER-EX,3,2014/09/26 00:00:00.000,50 km/h,(-46.69758689488678982 -23.57180718153875887),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",370,0101000020E6100000C2F58B864A5947C00F790DF2619237C0,12933,216065,2243592,8599
